OrgCode,OrgName,AccountType,AccountCode,AccountDesc,PostedDate,Source,DocumentType,DocumentNumber,DocumentDate,FiscalPeriod,Description,CustomerCode,CustomerName,PersonName,Reference,ProjectOrgCode,ProjectCode,ProjectTitle,Quantity,BeginningBalanceLC,DebitLC,CreditLC,EndingBalanceLC,AccountTypeOrderBy,ArrangeBy,LocalCurrency
MYCO,Myco,ASSET,10.01.01,Operating Bank Account,8/31/2020,VP,Vendor Payment,0000000285,8/31/2020,FY20-11,,V-MATERIALINC,Materials Incorporated,,,,,,,0.00,0.00,5000.00,-5000.00,1,MYCO - Myco,USD
GS-SE,Systems Engineering,ASSET,10.02.01,Accounts Receivable,,,,,,,Beginning Balance,,,,,,,,,14840.00,,,14840.00,1,MYCO - Myco,USD
OPS.CS,Consulting Services,ASSET,10.02.01,Accounts Receivable,,,,,,,Beginning Balance,,,,,,,,,465706.47,,,465706.47,1,MYCO - Myco,USD
GS-CYBER,Cyber,ASSET,10.02.01,Accounts Receivable,,,,,,,Beginning Balance,,,,,,,,,46.78,,,46.78,1,MYCO - Myco,USD
OPS.DS,Digital Services,ASSET,10.02.01,Accounts Receivable,,,,,,,Beginning Balance,,,,,,,,,1140128.12,,,1140128.12,1,MYCO - Myco,USD
OPS.CS,Consulting Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CP,Customer Payment,0000000100,8/31/2020,FY20-11,,CUST-1-DOD,Customer 1,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,29207.69,-29207.69,1,MYCO - Myco,USD
OPS.DS,Digital Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CP,Customer Payment,0000000100,8/31/2020,FY20-11,,CUST-1-DOD,Customer 1,,,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,100000.00,-100000.00,1,MYCO - Myco,USD
OPS.CS,Consulting Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01106,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-1-DOD,Customer 1,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,26757.06,0.00,26757.06,1,MYCO - Myco,USD
OPS.CS,Consulting Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01107,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-2-CIV,Customer 2,,,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,,0.00,208497.66,0.00,208497.66,1,MYCO - Myco,USD
OPS.CS,Consulting Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01108,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-2-CIV,Customer 2,,,CUST-2-CIV,ERP-UPGRADE.BY,ERP Upgrade,,0.00,1694.66,0.00,1694.66,1,MYCO - Myco,USD
OPS.CS,Consulting Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01109,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-2-CIV,Customer 2,,,CUST-2-CIV,PSA-UPGRADE.BY,PSA Upgrade,,0.00,27661.36,0.00,27661.36,1,MYCO - Myco,USD
OPS.DS,Digital Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-1-DOD,Customer 1,,,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,372436.36,0.00,372436.36,1,MYCO - Myco,USD
OPS.DS,Digital Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01111,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-2-CIV,Customer 2,,,CUST-2-CIV,30.10.2345.777.BY,CSD Solution,,0.00,46.78,0.00,46.78,1,MYCO - Myco,USD
OPS.DS,Digital Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01112,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-2-CIV,Customer 2,,,CUST-2-CIV,BIG-DATA.BY,Big Data,,0.00,93373.56,0.00,93373.56,1,MYCO - Myco,USD
OPS.CS,Consulting Services,ASSET,10.02.01,Accounts Receivable,8/31/2020,CI,Invoice,UNANET-01113,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,CUST-1-DOD,Customer 1,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,142880.53,0.00,142880.53,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,,,,,,,Beginning Balance,,,,,,,,,43354.52,,,43354.52,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000273,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,69658.58,0.00,69658.58,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000274,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,,0.00,25000.00,0.00,25000.00,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000274,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,20.HEALTH-IT.BY,Health IT,,0.00,277777.78,0.00,277777.78,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000275,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,BIG-DATA.BY,Big Data,,0.00,93373.56,0.00,93373.56,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000276,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,30.10.2345.777.BY,CSD Solution,,0.00,46.78,0.00,46.78,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000277,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,PSA-UPGRADE.BY,PSA Upgrade,,0.00,27661.36,0.00,27661.36,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000278,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,ERP-UPGRADE.BY,ERP Upgrade,,0.00,1694.66,0.00,1694.66,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000278,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,26757.06,0.00,26757.06,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000279,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,142880.53,0.00,142880.53,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000279,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,,0.00,208497.66,0.00,208497.66,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,BR,Billing & Revenue Post,0000000309,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,0.00,0.00,0.00,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01106,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,26757.06,-26757.06,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01107,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,,0.00,0.00,208497.66,-208497.66,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01108,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-2-CIV,ERP-UPGRADE.BY,ERP Upgrade,,0.00,0.00,1694.66,-1694.66,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01109,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-2-CIV,PSA-UPGRADE.BY,PSA Upgrade,,0.00,0.00,27661.36,-27661.36,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,69658.58,-69658.58,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,,0.00,0.00,25000.00,-25000.00,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,20.HEALTH-IT.BY,Health IT,,0.00,0.00,277777.78,-277777.78,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01111,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-2-CIV,30.10.2345.777.BY,CSD Solution,,0.00,0.00,46.78,-46.78,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01112,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-2-CIV,BIG-DATA.BY,Big Data,,0.00,0.00,93373.56,-93373.56,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.03.01,Unbilled,8/31/2020,CI,Invoice,UNANET-01113,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,0.00,142880.53,-142880.53,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.06.06,Furniture & Equipment,,,,,,,Beginning Balance,,,,,,,,,5000.00,,,5000.00,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.06.13,Acc Dep - Furn & Equip,,,,,,,Beginning Balance,,,,,,,,,-2416.57,,,-2416.57,1,MYCO - Myco,USD
MYCO,Myco,ASSET,10.06.13,Acc Dep - Furn & Equip,8/31/2020,BR,Billing & Revenue Post,0000000268,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,FIXED-ASSETS,Fixed Assets,,0.00,0.00,83.33,-83.33,1,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,,,,,,,Beginning Balance,,,,,,,,,97391.48,,,97391.48,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000771,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,487,,,,,0.00,0.00,3365.00,3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000772,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,498,,,,,0.00,0.00,774.00,774.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000773,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,500,,,,,0.00,0.00,110.00,110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000774,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,486,,,,,0.00,0.00,804.50,804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000775,8/1/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,,484,,,,,0.00,0.00,27.12,27.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000776,8/1/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,,485,,,,,0.00,0.00,567.12,567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000777,8/1/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,,472,,,,,0.00,0.00,232.00,232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000778,8/1/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,,481,,,,,0.00,0.00,271.50,271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/1/2020,VI,Vendor Invoice,0000000779,8/1/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,,492,,,,,0.00,0.00,271.50,271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000279,8/31/2020,FY20-11,,E-CUSER4,Charlie User,,,,,,,0.00,110.00,0.00,-110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000279,8/31/2020,FY20-11,,E-CUSER4,Charlie User,,,,,,,0.00,3365.00,0.00,-3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000279,8/31/2020,FY20-11,,E-CUSER4,Charlie User,,,,,,,0.00,1865.00,0.00,-1865.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000279,8/31/2020,FY20-11,,E-CUSER4,Charlie User,,,,,,,0.00,1865.00,0.00,-1865.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000280,8/31/2020,FY20-11,,E-FCONTROLLER,Frank Controller,,,,,,,0.00,271.50,0.00,-271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000280,8/31/2020,FY20-11,,E-FCONTROLLER,Frank Controller,,,,,,,0.00,456.00,0.00,-456.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000280,8/31/2020,FY20-11,,E-FCONTROLLER,Frank Controller,,,,,,,0.00,271.50,0.00,-271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000280,8/31/2020,FY20-11,,E-FCONTROLLER,Frank Controller,,,,,,,0.00,248.22,0.00,-248.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000281,8/31/2020,FY20-11,,E-GWASHINGTON,George Washington,,,,,,,0.00,567.12,0.00,-567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000282,8/31/2020,FY20-11,,V-CIGNA,Cigna Healthcare,,,,,,,0.00,2700.00,0.00,-2700.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000283,8/31/2020,FY20-11,,V-DUN&BRADSTREET,Dun & Bradstreet Credibility Corp,,,,,,,0.00,150.00,0.00,-150.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000284,8/31/2020,FY20-11,,V-HIRENOW,Hire Now,,,,,,,0.00,15500.00,0.00,-15500.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VP,Vendor Payment,0000000285,8/31/2020,FY20-11,,V-MATERIALINC,Materials Incorporated,,,,,,,0.00,5000.00,0.00,-5000.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000764,8/31/2020,FY20-11,Placement Fee,V-HIRENOW,Hire Now,,1256,,,,,0.00,0.00,15500.00,15500.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000765,8/31/2020,FY20-11,,V-CIGNA,Cigna Healthcare,,Healthcare,,,,,0.00,0.00,2700.00,2700.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000766,8/31/2020,FY20-11,Credit Check Run,V-DUN&BRADSTREET,Dun & Bradstreet Credibility Corp,,12345,,,,,0.00,0.00,150.00,150.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000767,8/31/2020,FY20-11,,V-JOELANDLORD,Landlord Joe,,Rent,,,,,0.00,0.00,7000.00,7000.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000768,8/31/2020,FY20-11,,V-SDG&E,San Diego Gas & Electric,,Electric,,,,,0.00,0.00,500.00,500.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000769,8/31/2020,FY20-11,,V-MATERIALINC,Materials Incorporated,,12345,,,,,0.00,0.00,5000.00,5000.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000814,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,509,,,,,0.00,0.00,774.00,774.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000815,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,512,,,,,0.00,0.00,1865.00,1865.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000816,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,510,,,,,0.00,0.00,3365.00,3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000817,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,511,,,,,0.00,0.00,110.00,110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000818,8/31/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,,504,,,,,0.00,0.00,804.50,804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000819,8/31/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,,502,,,,,0.00,0.00,567.12,567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000820,8/31/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,,503,,,,,0.00,0.00,27.12,27.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000821,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,,506,,,,,0.00,0.00,271.50,271.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000822,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,,508,,,,,0.00,0.00,232.00,232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000823,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,,505,,,,,0.00,0.00,248.22,248.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.01,Accounts Payable,8/31/2020,VI,Vendor Invoice,0000000824,8/31/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,,507,,,,,0.00,0.00,456.00,456.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,,,,,,,Beginning Balance,,,,,,,,,65166.96,,,65166.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,8/31/2020,EC,Expense Report Cost Post,0000000271,8/2/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",505,MYCO,G&A,General and Administrative,,0.00,0.00,199.00,199.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,8/31/2020,EC,Expense Report Cost Post,0000000271,8/4/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",508,MYCO,G&A,General and Administrative,,0.00,0.00,235.00,235.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,8/31/2020,EC,Expense Report Cost Post,0000000271,8/7/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",508,MYCO,G&A,General and Administrative,,0.00,0.00,67.22,67.22,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.02,Credit Card Payable,8/31/2020,EC,Expense Report Cost Post,0000000271,8/12/2020,FY20-11,Expense Report Cost Post - 8/31/2020,,,"Controller, Frank",506,MYCO,G&A,General and Administrative,,0.00,0.00,225.00,225.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,,,,,,,Beginning Balance,,,,,,,,,9379.36,,,9379.36,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000771,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",487,,,,,0.00,3365.00,0.00,-3365.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000772,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",498,,,,,0.00,774.00,0.00,-774.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000773,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User4, Charlie",500,,,,,0.00,110.00,0.00,-110.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000774,8/1/2020,FY20-11,Expense Report,E-CUSER4,Charlie User,"User6, Charline",486,,,,,0.00,804.50,0.00,-804.50,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000775,8/1/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,"User6, GW",484,,,,,0.00,27.12,0.00,-27.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000776,8/1/2020,FY20-11,Expense Report,E-GWASHINGTON,George Washington,"User6, GW",485,,,,,0.00,567.12,0.00,-567.12,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000777,8/1/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",472,,,,,0.00,232.00,0.00,-232.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.03.05,Expense Report Liability,8/1/2020,VI,Vendor Invoice,0000000778,8/1/2020,FY20-11,Expense Report,E-FCONTROLLER,Frank Controller,"Controller, Frank",481,,,,,0.00,271.50,0.00,-271.50,2,MYCO - Myco,USD
