DocumentNumber,JournalDate,PostedToGL,AccountCode,AccountDescription,OrgCode,OrgName,ProjectOrg,Project,Task,Category,BaseCostElement,CostElement,CustomVendor,Person,SecureDocumentType,SecureDocumentNumber,ItemDate,Quantity,BillingCurrency,Rate,DebitInBillingCurrency,CreditInBillingCurrency,ExtractDate
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,*Systems Engineer,Direct Labor,,,"User5, Clark A.",TS,,8/30/2020,8.00,USD,165.1,1320.80,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Airfare,Expense reports,,,"User4, Charlie",ER,509,8/6/2020,,USD,,500.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Airfare,Expense reports,,,"User4, Charlie",ER,512,8/7/2020,,USD,,500.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Business Meals,Expense reports,,,"User4, Charlie",ER,511,8/3/2020,,USD,,8.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Lodging Over Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/6/2020,,USD,,0.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Lodging Over Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/7/2020,,USD,,0.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Lodging Over Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/8/2020,,USD,,0.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Lodging Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/6/2020,,USD,,107.52,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Lodging Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/7/2020,,USD,,107.52,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Lodging Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/8/2020,,USD,,107.52,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Lodging Per Diem,Expense reports,,,"User4, Charlie",ER,512,8/7/2020,,USD,,1365.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,MIE Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/6/2020,,USD,,41.25,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,MIE Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/7/2020,,USD,,55.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,MIE Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/8/2020,,USD,,33.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,MIE Per Diem,Expense reports,,,"User4, Charlie",ER,509,8/9/2020,,USD,,41.25,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Materials,MATERIALS,,,"User4, Charlie",ER,509,8/9/2020,,USD,,178.96,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Mileage,Expense reports,,,"User4, Charlie",ER,509,8/6/2020,,USD,,14.38,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,1. Brand Strategy,Rental Car,Expense reports,,,"User4, Charlie",ER,511,8/3/2020,,USD,,80.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/2/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/2/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/11/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/11/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/12/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/12/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/17/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/17/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/27/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/27/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/28/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,6/28/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/2/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/2/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/13/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/13/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/14/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/14/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/17/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/17/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/28/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/28/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/29/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/29/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/30/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,7/30/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/2/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/2/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/2/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/14/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/14/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/14/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/15/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/15/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/15/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/17/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/17/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/17/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/30/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/30/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/30/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/31/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/31/2020,-9.00,USD,125.5,0.00,1129.50,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Designer,Direct Labor,,,"User3, Chad",TS,,8/31/2020,9.00,USD,125.5,1129.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/3/2020,1.60,USD,132.66,212.26,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/4/2020,5.00,USD,132.66,663.30,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/5/2020,1.00,USD,132.66,132.66,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/10/2020,1.60,USD,132.66,212.26,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/11/2020,5.00,USD,132.66,663.30,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/12/2020,1.00,USD,132.66,132.66,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/17/2020,1.60,USD,132.66,212.26,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/18/2020,5.00,USD,132.66,663.30,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/19/2020,1.00,USD,132.66,132.66,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/24/2020,1.60,USD,132.66,212.26,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/25/2020,5.00,USD,132.66,663.30,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/26/2020,1.00,USD,132.66,132.66,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/31/2020,1.60,USD,132.66,212.26,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/31/2020,-1.60,USD,132.66,0.00,212.26,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*Project Manager,Direct Labor,,,"User4, Charlie",TS,,8/31/2020,1.60,USD,132.66,212.26,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/3/2020,8.00,USD,82,656.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/12/2020,8.00,USD,82,656.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/18/2020,8.00,USD,82,656.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,*QA Auditor,Direct Labor,,,"User6, GW",TS,,8/28/2020,8.00,USD,82,656.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Airfare,Expense reports,,,"User6, Charline",ER,504,8/7/2020,,USD,,300.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Business Meals,Expense reports,,,"User6, Charline",ER,504,8/11/2020,,USD,,200.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Entertainment,,,,"User6, Charline",ER,504,8/2/2020,,USD,,150.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Lodging Over Per Diem,Expense reports,,,"User6, Charline",ER,504,8/9/2020,,USD,,0.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Lodging Per Diem,Expense reports,,,"User6, Charline",ER,504,8/9/2020,,USD,,156.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,MIE Per Diem,Expense reports,,,"User6, Charline",ER,504,8/10/2020,,USD,,82.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Mileage,Expense reports,,,"User6, Charline",ER,504,8/9/2020,,USD,,57.50,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,2. Code,Telephone / Internet,Expense reports,,,"User6, Charline",ER,504,8/7/2020,,USD,,100.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/1/2020,-8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/1/2020,8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/2/2020,-8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/2/2020,8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/3/2020,-8.00,USD,125.5,0.00,1004.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/3/2020,8.00,USD,125.5,1004.00,0.00,
0000000273,8/31/2020,Y,10.03.01,Unbilled,MYCO,Myco,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,4. Creative,*Designer,Direct Labor,,,"User3, Chad",TS,,6/4/2020,-8.00,USD,125.5,0.00,1004.00,
